date,userid,text,sentiment
11/16/2020 22:55,1.33E+18,Uggh Big Sur is horrible. It’s completely broken my work computer. Thanks @Apple. #macos,0
11/16/2020 22:55,1.33E+18,RT @gmh_upsa: @YoQPagoTolaLu @kaufmannbruno @MaryAnastasiaOG @WSJ @jorgeheinel @LuisBoston77 @katinamichael @MaraJosRamrez13 @emmyzen @mmjb…,0
11/16/2020 22:55,1.33E+18,"RT @Apple: Mix, match and design iPhone 12 and iPhone 12 Pro. #iPhone12studio",0
11/16/2020 22:55,1.33E+18,@Apple fuck y’all new Logic Pro x update. Dat shit weak as fuck,0
11/16/2020 22:54,1.33E+18,@Apple please I bought the new iPhone 12 pro Max for my wife and she can’t send or receive texts from anyone that isn’t an iPhone.  Fix it!,0
11/16/2020 22:54,1.33E+18,This is such an incredible line up and it only includes those folks I work with at @Apple! One of the themes of the… https://t.co/CVvAxlpXHw,0
11/16/2020 22:54,1.33E+18,"Then we join @Lemonjet for a keynote! on Weds 10:30am PST

The Cloud Native Journey @Apple 

https://t.co/s4VSvDX2SD",0
11/16/2020 22:54,1.33E+18,"Hey everyone! @Apple is a proud End User Sponsors of #KubeCon NA 2020! 

It's amazing to see so many coworkers pres… https://t.co/kuubIArI2t",0
11/16/2020 22:53,1.33E+18,I am now a @SamsungMobile guy. Apperently @Apple DECIDED TO GIVE ME A FUCKING PORNOGRAPHY APP. ONE FRESH NEW IMAGE… https://t.co/9yCPVjjsfv,0
11/16/2020 22:53,1.33E+18,".@Apple, if i type it twice, it means i meant to type it.",0
11/16/2020 22:52,1.33E+18,@matt_k007 @theresamacc @USCCB @Apple @Pontifex Amen!,0
11/16/2020 22:51,1.33E+18,@Brant_Croucher @seburns @Apple @amazon Three days for the call back; lord knows how long for the actual phones. In… https://t.co/58n1b6gqOU,0
11/16/2020 22:51,1.33E+18,Didn't @Apple get in trouble for making old iPhones unusable when they released updates for new ones? Did that not… https://t.co/4Xh3d9QzAs,0
11/16/2020 22:50,1.33E+18,"The new iOS is bugging on me sooo hard. Yesterday I had camera problems, the day before couldn’t answer calls, toda… https://t.co/EUD4Y09VlL",0
11/16/2020 22:50,1.33E+18,"iMessage should be able to send files abeg, files below 10mb at least @Apple",0
11/16/2020 22:49,1.33E+18,@Patil_AbhishekR @Apple @amazon Its time to earn some extra cash💰 from your mobile. Only few minutes. Go to this si… https://t.co/fr2gHsBXmZ,0
11/16/2020 22:49,1.33E+18,@Apple help,0
11/16/2020 22:49,1.33E+18,"When your @Apple laptop wont turn on and your old #MacBookPro says ""Oh yeah? Let's rock"" (had to delete a file to s… https://t.co/Ycvkze0ohS",0
11/16/2020 22:49,1.33E+18,Ok @Apple...I like Big Sur,0
11/16/2020 22:49,1.33E+18,@Apple is the king of #Bazzinga https://t.co/3h3zQ9wNdP,0
11/16/2020 22:49,1.33E+18,@rwburnsiii @seburns @Apple @amazon Three days? It’s a good thing no one depends on phones for their livelihood!,0
11/16/2020 22:49,1.33E+18,@halloitsjana @Apple rt’ed in support but why,0
11/16/2020 22:49,1.33E+18,"RT @halloitsjana: if @Apple were a person, i’d kill them",0
11/16/2020 22:48,1.33E+18,@marlid83 @RomanGarciaJr @SportyMama @Ballgameboss @DSofia21 @CutlerRidgeLAZ @LakersCanes305 @WMGarbageman… https://t.co/dDQR1jflDp,0
11/16/2020 22:48,1.33E+18,I find the Big Sur sound effect when you drag a file to your desktop to be very reassuring that I have done what I… https://t.co/5MjR5odVw2,0
11/16/2020 22:47,1.33E+18,"@NHS_Magnet @magnetprograms @Apple @browardschools @GShernette @BrowardHSCadre1 @TownofDavie Thanks, Mrs. Flinn.  W… https://t.co/0gEzZCR5eq",0
